Participant,Condition,Congruency,Alignment,answer,resp,isCorrect,RT
Subj06,monocular,congruent,misaligned,different,0,1,311
Subj06,monocular,congruent,misaligned,different,1,0,666
Subj06,monocular,incongruent,misaligned,different,0,1,306
Subj06,monocular,incongruent,misaligned,different,0,1,381
Subj06,monocular,congruent,aligned,different,0,1,256
Subj06,monocular,congruent,misaligned,same,1,1,521
Subj06,monocular,congruent,misaligned,same,1,1,396
Subj06,monocular,congruent,aligned,same,1,1,236
Subj06,monocular,incongruent,aligned,same,0,0,371
Subj06,monocular,incongruent,aligned,same,1,1,241
Subj06,monocular,congruent,misaligned,same,1,1,201
Subj06,monocular,congruent,misaligned,different,0,1,371
Subj06,monocular,incongruent,misaligned,different,0,1,351
Subj06,monocular,incongruent,misaligned,same,1,1,511
Subj06,monocular,incongruent,aligned,same,1,1,201
Subj06,monocular,congruent,aligned,same,1,1,416
Subj06,monocular,incongruent,misaligned,different,0,1,356
Subj06,monocular,incongruent,aligned,same,1,1,431
Subj06,monocular,congruent,misaligned,different,0,1,381
Subj06,monocular,congruent,aligned,same,1,1,296
Subj06,monocular,congruent,misaligned,same,1,1,201
Subj06,monocular,congruent,aligned,different,0,1,306
Subj06,monocular,incongruent,aligned,different,1,0,201
Subj06,monocular,congruent,aligned,different,1,0,316
Subj06,monocular,incongruent,aligned,same,0,0,405
Subj06,monocular,congruent,aligned,different,0,1,356
Subj06,monocular,congruent,misaligned,different,1,0,716
Subj06,monocular,incongruent,aligned,different,0,1,571
Subj06,monocular,incongruent,aligned,different,0,1,476
Subj06,monocular,incongruent,misaligned,same,1,1,216
Subj06,monocular,congruent,misaligned,different,0,1,481
Subj06,monocular,congruent,misaligned,different,0,1,451
Subj06,monocular,congruent,misaligned,different,0,1,566
Subj06,monocular,incongruent,misaligned,different,0,1,406
Subj06,monocular,congruent,aligned,same,1,1,476
Subj06,monocular,incongruent,misaligned,different,0,1,306
Subj06,monocular,congruent,aligned,different,0,1,421
Subj06,monocular,congruent,aligned,different,0,1,371
Subj06,monocular,incongruent,aligned,different,0,1,281
Subj06,monocular,congruent,misaligned,same,0,0,315
Subj06,monocular,congruent,misaligned,different,0,1,406
Subj06,monocular,incongruent,aligned,different,0,1,231
Subj06,monocular,congruent,aligned,different,0,1,210
Subj06,monocular,incongruent,misaligned,different,0,1,426
Subj06,monocular,incongruent,misaligned,different,1,0,1151
Subj06,monocular,congruent,misaligned,different,0,1,290
Subj06,monocular,congruent,aligned,different,0,1,266
Subj06,monocular,congruent,aligned,different,0,1,261
Subj06,monocular,incongruent,aligned,same,0,0,1061
Subj06,monocular,incongruent,aligned,same,0,0,576
Subj06,monocular,congruent,misaligned,different,0,1,241
Subj06,monocular,congruent,aligned,same,1,1,251
Subj06,monocular,congruent,misaligned,different,0,1,496
Subj06,monocular,incongruent,aligned,different,0,1,251
Subj06,monocular,congruent,aligned,same,1,1,431
Subj06,monocular,incongruent,misaligned,different,0,1,296
Subj06,monocular,congruent,aligned,same,1,1,376
Subj06,monocular,incongruent,misaligned,same,1,1,370
Subj06,monocular,congruent,misaligned,same,1,1,311
Subj06,monocular,incongruent,aligned,same,1,1,321
Subj06,monocular,incongruent,aligned,same,1,1,201
Subj06,monocular,incongruent,aligned,same,1,1,201
Subj06,monocular,incongruent,misaligned,same,1,1,231
Subj06,monocular,incongruent,aligned,different,0,1,301
Subj06,monocular,congruent,misaligned,different,0,1,531
Subj06,monocular,congruent,aligned,different,0,1,321
Subj06,monocular,congruent,aligned,same,1,1,221
Subj06,monocular,incongruent,aligned,different,0,1,396
Subj06,monocular,congruent,aligned,same,1,1,401
Subj06,monocular,congruent,aligned,different,0,1,361
Subj06,monocular,incongruent,aligned,same,1,1,361
Subj06,monocular,congruent,aligned,same,1,1,216
Subj06,monocular,congruent,misaligned,different,0,1,286
Subj06,monocular,incongruent,aligned,different,0,1,436
Subj06,monocular,congruent,misaligned,same,1,1,201
Subj06,monocular,incongruent,aligned,different,0,1,241
Subj06,monocular,congruent,aligned,different,0,1,501
Subj06,monocular,incongruent,misaligned,same,1,1,511
Subj06,monocular,incongruent,aligned,same,1,1,201
Subj06,monocular,incongruent,aligned,different,0,1,391
Subj06,monocular,incongruent,aligned,same,1,1,221
Subj06,monocular,congruent,misaligned,same,1,1,245
Subj06,monocular,incongruent,aligned,same,1,1,426
Subj06,monocular,congruent,misaligned,different,0,1,480
Subj06,monocular,incongruent,aligned,different,0,1,701
Subj06,monocular,incongruent,misaligned,different,0,1,271
Subj06,monocular,incongruent,aligned,same,0,0,491
Subj06,monocular,incongruent,aligned,same,1,1,251
Subj06,monocular,incongruent,aligned,same,0,0,411
Subj06,monocular,incongruent,misaligned,same,1,1,366
Subj06,monocular,incongruent,aligned,same,1,1,321
Subj06,monocular,congruent,misaligned,same,0,0,611
Subj06,monocular,incongruent,misaligned,same,1,1,481
Subj06,monocular,congruent,aligned,different,0,1,442
Subj06,monocular,incongruent,misaligned,same,1,1,266
Subj06,monocular,congruent,aligned,different,0,1,301
Subj06,monocular,incongruent,misaligned,different,0,1,311
Subj06,monocular,incongruent,misaligned,same,1,1,401
Subj06,monocular,congruent,aligned,same,1,1,201
Subj06,monocular,incongruent,misaligned,different,1,0,421
Subj06,monocular,incongruent,misaligned,same,1,1,206
Subj06,monocular,congruent,misaligned,different,0,1,251
Subj06,monocular,congruent,misaligned,different,1,0,496
Subj06,monocular,incongruent,aligned,different,0,1,371
Subj06,monocular,incongruent,aligned,same,0,0,531
Subj06,monocular,congruent,misaligned,different,0,1,396
Subj06,monocular,congruent,aligned,same,1,1,541
Subj06,monocular,incongruent,aligned,different,0,1,636
Subj06,monocular,congruent,misaligned,same,1,1,366
Subj06,monocular,incongruent,misaligned,different,0,1,286
Subj06,monocular,congruent,aligned,same,0,0,406
Subj06,monocular,congruent,aligned,different,0,1,331
Subj06,monocular,congruent,misaligned,same,1,1,276
Subj06,monocular,incongruent,misaligned,same,1,1,321
Subj06,monocular,incongruent,aligned,same,1,1,201
Subj06,monocular,incongruent,aligned,same,1,1,201
Subj06,monocular,incongruent,misaligned,different,0,1,2871
Subj06,monocular,congruent,aligned,different,1,0,442
Subj06,monocular,incongruent,aligned,same,0,0,446
Subj06,monocular,congruent,misaligned,different,0,1,391
Subj06,monocular,congruent,aligned,different,0,1,366
Subj06,monocular,incongruent,misaligned,same,1,1,381
Subj06,monocular,incongruent,misaligned,same,1,1,371
Subj06,monocular,incongruent,misaligned,same,1,1,451
Subj06,monocular,incongruent,aligned,same,1,1,361
Subj06,monocular,incongruent,misaligned,different,0,1,561
Subj06,monocular,incongruent,aligned,different,1,0,491
Subj06,monocular,incongruent,aligned,different,0,1,401
Subj06,monocular,congruent,aligned,same,0,0,556
Subj06,monocular,congruent,aligned,different,0,1,581
Subj06,monocular,congruent,misaligned,same,1,1,466
Subj06,monocular,congruent,misaligned,different,0,1,350
Subj06,monocular,congruent,misaligned,different,1,0,391
Subj06,monocular,congruent,misaligned,same,1,1,215
Subj06,monocular,incongruent,misaligned,different,0,1,551
Subj06,monocular,incongruent,misaligned,same,1,1,790
Subj06,monocular,incongruent,misaligned,same,1,1,246
Subj06,monocular,incongruent,aligned,different,0,1,371
Subj06,monocular,congruent,aligned,different,0,1,256
Subj06,monocular,congruent,aligned,same,1,1,281
Subj06,monocular,congruent,misaligned,same,1,1,221
Subj06,monocular,incongruent,misaligned,same,1,1,206
Subj06,monocular,congruent,misaligned,same,1,1,201
Subj06,monocular,incongruent,aligned,different,0,1,265
Subj06,monocular,incongruent,aligned,different,0,1,286
Subj06,monocular,incongruent,misaligned,same,1,1,201
Subj06,monocular,incongruent,aligned,different,0,1,261
Subj06,monocular,congruent,aligned,same,1,1,331
Subj06,monocular,incongruent,misaligned,different,0,1,251
Subj06,monocular,incongruent,aligned,different,0,1,331
Subj06,monocular,incongruent,aligned,different,0,1,291
Subj06,monocular,congruent,aligned,different,0,1,417
Subj06,monocular,congruent,aligned,same,0,0,791
Subj06,monocular,congruent,misaligned,same,1,1,421
Subj06,monocular,congruent,misaligned,different,0,1,361
Subj06,monocular,incongruent,misaligned,different,0,1,375
Subj06,monocular,congruent,aligned,same,1,1,1241
Subj06,monocular,congruent,misaligned,same,1,1,201
Subj06,monocular,congruent,aligned,different,0,1,201
Subj06,monocular,congruent,misaligned,different,0,1,286
Subj06,monocular,congruent,misaligned,same,1,1,201
Subj06,monocular,incongruent,misaligned,different,0,1,251
Subj06,monocular,congruent,misaligned,same,1,1,201
Subj06,monocular,congruent,aligned,different,0,1,271
Subj06,monocular,congruent,aligned,same,1,1,201
Subj06,monocular,incongruent,aligned,different,0,1,241
Subj06,monocular,incongruent,misaligned,different,0,1,351
Subj06,monocular,congruent,aligned,same,1,1,361
Subj06,monocular,incongruent,aligned,same,1,1,201
Subj06,monocular,incongruent,aligned,same,1,1,201
Subj06,monocular,incongruent,misaligned,different,1,0,456
Subj06,monocular,incongruent,aligned,same,1,1,506
Subj06,monocular,congruent,aligned,different,0,1,916
Subj06,monocular,congruent,misaligned,different,0,1,510
Subj06,monocular,congruent,aligned,different,1,0,201
Subj06,monocular,incongruent,misaligned,different,0,1,481
Subj06,monocular,congruent,aligned,different,0,1,521
Subj06,monocular,congruent,aligned,same,1,1,356
Subj06,monocular,incongruent,aligned,same,1,1,201
Subj06,monocular,congruent,misaligned,different,0,1,421
Subj06,monocular,incongruent,misaligned,different,1,0,326
Subj06,monocular,incongruent,misaligned,same,1,1,201
Subj06,monocular,incongruent,aligned,same,1,1,201
Subj06,monocular,congruent,misaligned,different,0,1,351
Subj06,monocular,incongruent,aligned,different,1,0,201
Subj06,monocular,congruent,aligned,different,0,1,331
Subj06,monocular,incongruent,aligned,different,0,1,511
Subj06,monocular,congruent,misaligned,different,0,1,321
Subj06,monocular,congruent,aligned,different,0,1,335
Subj06,monocular,congruent,misaligned,same,1,1,236
Subj06,monocular,congruent,misaligned,same,0,0,815
Subj06,monocular,incongruent,aligned,different,0,1,396
Subj06,monocular,incongruent,misaligned,different,0,1,276
Subj06,monocular,incongruent,aligned,different,0,1,386
Subj06,monocular,congruent,misaligned,same,1,1,201
Subj06,monocular,congruent,misaligned,same,1,1,766
Subj06,monocular,incongruent,misaligned,same,1,1,261
Subj06,monocular,congruent,aligned,different,0,1,261
Subj06,monocular,incongruent,misaligned,different,0,1,336
Subj06,monocular,incongruent,misaligned,different,0,1,376
Subj06,monocular,congruent,misaligned,different,0,1,480
Subj06,monocular,incongruent,misaligned,same,0,0,436
Subj06,monocular,incongruent,misaligned,different,0,1,256
Subj06,monocular,incongruent,misaligned,different,0,1,286
Subj06,monocular,congruent,misaligned,same,1,1,356
Subj06,monocular,congruent,aligned,different,0,1,276
Subj06,monocular,congruent,misaligned,different,0,1,300
Subj06,monocular,incongruent,misaligned,same,0,0,431
Subj06,monocular,congruent,aligned,different,0,1,296
Subj06,monocular,congruent,misaligned,same,1,1,256
Subj06,monocular,congruent,aligned,same,1,1,220
Subj06,monocular,incongruent,misaligned,different,0,1,201
Subj06,monocular,congruent,aligned,same,0,0,356
Subj06,monocular,incongruent,misaligned,same,0,0,386
Subj06,monocular,incongruent,aligned,different,0,1,371
Subj06,monocular,congruent,misaligned,different,0,1,401
Subj06,monocular,congruent,misaligned,different,0,1,271
Subj06,monocular,congruent,misaligned,different,0,1,271
Subj06,monocular,congruent,misaligned,different,0,1,216
Subj06,monocular,congruent,aligned,different,0,1,261
Subj06,monocular,incongruent,aligned,same,1,1,201
Subj06,monocular,congruent,misaligned,same,1,1,201
Subj06,monocular,congruent,misaligned,different,0,1,265
Subj06,monocular,congruent,misaligned,same,1,1,276
Subj06,monocular,incongruent,aligned,same,1,1,415
Subj06,monocular,congruent,aligned,same,0,0,501
Subj06,monocular,congruent,aligned,different,0,1,295
Subj06,monocular,incongruent,aligned,different,0,1,541
Subj06,monocular,incongruent,misaligned,same,1,1,201
Subj06,monocular,incongruent,misaligned,same,1,1,266
Subj06,monocular,congruent,misaligned,same,1,1,486
Subj06,monocular,incongruent,misaligned,different,1,0,201
Subj06,monocular,congruent,aligned,same,1,1,281
Subj06,monocular,incongruent,aligned,same,1,1,236
Subj06,monocular,congruent,aligned,same,1,1,211
Subj06,monocular,congruent,aligned,same,1,1,201
Subj06,monocular,congruent,misaligned,same,1,1,201
Subj06,monocular,congruent,misaligned,different,0,1,366
Subj06,monocular,incongruent,misaligned,same,1,1,336
Subj06,monocular,congruent,aligned,same,1,1,256
Subj06,monocular,incongruent,misaligned,same,1,1,201
Subj06,monocular,incongruent,misaligned,same,1,1,201
Subj06,monocular,incongruent,aligned,different,0,1,306
Subj06,monocular,congruent,aligned,different,0,1,266
Subj06,monocular,congruent,misaligned,different,0,1,376
Subj06,monocular,incongruent,misaligned,same,1,1,201
Subj06,monocular,incongruent,aligned,same,1,1,201
Subj06,monocular,congruent,aligned,same,1,1,201
Subj06,monocular,congruent,aligned,different,0,1,356
Subj06,monocular,incongruent,misaligned,different,1,0,201
Subj06,monocular,incongruent,aligned,different,0,1,346
Subj06,monocular,congruent,aligned,different,0,1,341
Subj06,monocular,congruent,aligned,different,0,1,291
Subj06,monocular,congruent,aligned,same,1,1,201
Subj06,monocular,congruent,misaligned,same,1,1,201
Subj06,monocular,incongruent,misaligned,different,0,1,335
Subj06,monocular,incongruent,misaligned,same,1,1,271
Subj06,monocular,congruent,misaligned,same,1,1,680
Subj07,CFS,incongruent,aligned,same,1,1,1611
Subj07,CFS,congruent,misaligned,same,0,0,706
Subj07,CFS,incongruent,misaligned,different,0,1,695
Subj07,CFS,congruent,aligned,different,1,0,651
Subj07,CFS,congruent,aligned,same,0,0,1851
Subj07,CFS,congruent,misaligned,same,1,1,551
Subj07,CFS,incongruent,misaligned,same,1,1,506
Subj07,CFS,congruent,misaligned,same,1,1,550
Subj07,CFS,incongruent,misaligned,different,0,1,476
Subj07,CFS,incongruent,aligned,different,1,0,506
Subj07,CFS,incongruent,aligned,different,0,1,586
Subj07,CFS,congruent,misaligned,different,0,1,481
Subj07,CFS,incongruent,aligned,same,1,1,696
Subj07,CFS,congruent,aligned,different,0,1,511
Subj07,CFS,incongruent,aligned,different,1,0,1321
Subj07,CFS,incongruent,aligned,different,0,1,991
Subj07,CFS,congruent,misaligned,different,0,1,596
Subj07,CFS,incongruent,misaligned,different,0,1,646
Subj07,CFS,incongruent,aligned,same,0,0,521
Subj07,CFS,incongruent,misaligned,same,0,0,626
Subj07,CFS,incongruent,aligned,different,0,1,486
Subj07,CFS,congruent,misaligned,same,0,0,466
Subj07,CFS,incongruent,misaligned,different,0,1,391
Subj07,CFS,incongruent,aligned,same,0,0,881
Subj07,CFS,incongruent,misaligned,different,0,1,681
Subj07,CFS,incongruent,misaligned,different,0,1,461
Subj07,CFS,congruent,aligned,same,1,1,471
Subj07,CFS,incongruent,aligned,different,0,1,3581
Subj07,CFS,incongruent,aligned,same,0,0,1791
Subj07,CFS,incongruent,misaligned,same,1,1,886
Subj07,CFS,congruent,aligned,different,0,1,761
Subj07,CFS,incongruent,misaligned,different,0,1,1511
Subj07,CFS,congruent,aligned,different,1,0,800
Subj07,CFS,congruent,aligned,same,0,0,711
Subj07,CFS,congruent,aligned,different,0,1,781
Subj07,CFS,congruent,misaligned,same,1,1,741
Subj07,CFS,incongruent,misaligned,same,1,1,581
Subj07,CFS,congruent,misaligned,different,0,1,516
Subj07,CFS,congruent,aligned,different,0,1,3451
Subj07,CFS,incongruent,misaligned,different,0,1,786
Subj07,CFS,incongruent,misaligned,different,0,1,729
Subj07,CFS,incongruent,aligned,same,1,1,811
Subj07,CFS,congruent,misaligned,different,0,1,461
Subj07,CFS,congruent,misaligned,different,0,1,1016
Subj07,CFS,incongruent,aligned,different,0,1,957
Subj07,CFS,incongruent,misaligned,same,1,1,421
Subj07,CFS,incongruent,misaligned,same,1,1,746
Subj07,CFS,incongruent,aligned,same,1,1,831
Subj07,CFS,congruent,misaligned,different,0,1,2411
Subj07,CFS,incongruent,misaligned,different,0,1,626
Subj07,CFS,congruent,aligned,same,1,1,575
Subj07,CFS,congruent,misaligned,different,0,1,1181
Subj07,CFS,incongruent,misaligned,different,1,0,861
Subj07,CFS,incongruent,aligned,different,0,1,656
Subj07,CFS,congruent,aligned,same,1,1,1516
Subj07,CFS,congruent,misaligned,same,1,1,766
Subj07,CFS,incongruent,aligned,different,0,1,441
Subj07,CFS,congruent,aligned,same,1,1,546
Subj07,CFS,incongruent,misaligned,same,1,1,581
Subj07,CFS,congruent,misaligned,same,1,1,631
Subj07,CFS,congruent,misaligned,different,0,1,716
Subj07,CFS,incongruent,aligned,same,1,1,621
Subj07,CFS,congruent,misaligned,same,1,1,516
Subj07,CFS,incongruent,misaligned,same,1,1,501
Subj07,CFS,incongruent,aligned,different,0,1,526
Subj07,CFS,congruent,aligned,same,1,1,271
Subj07,CFS,congruent,aligned,different,1,0,551
Subj07,CFS,congruent,misaligned,same,1,1,511
Subj07,CFS,incongruent,misaligned,different,0,1,741
Subj07,CFS,congruent,aligned,different,0,1,791
Subj07,CFS,incongruent,aligned,same,1,1,3262
Subj07,CFS,congruent,aligned,different,0,1,796
Subj07,CFS,incongruent,aligned,same,1,1,811
Subj07,CFS,congruent,misaligned,same,1,1,776
Subj07,CFS,incongruent,misaligned,same,0,0,1426
Subj07,CFS,incongruent,aligned,same,1,1,587
Subj07,CFS,congruent,aligned,same,1,1,911
Subj07,CFS,incongruent,aligned,different,0,1,1181
Subj07,CFS,congruent,aligned,different,1,0,921
Subj07,CFS,congruent,misaligned,same,1,1,846
Subj07,CFS,congruent,misaligned,same,1,1,976
Subj07,CFS,congruent,misaligned,different,0,1,1416
Subj07,CFS,incongruent,aligned,different,0,1,1126
Subj07,CFS,incongruent,aligned,same,1,1,776
Subj07,CFS,congruent,aligned,same,1,1,505
Subj07,CFS,incongruent,misaligned,different,0,1,516
Subj07,CFS,congruent,aligned,different,1,0,1020
Subj07,CFS,congruent,misaligned,different,0,1,622
Subj07,CFS,incongruent,aligned,same,1,1,771
Subj07,CFS,incongruent,misaligned,same,1,1,696
Subj07,CFS,congruent,misaligned,same,0,0,636
Subj07,CFS,incongruent,misaligned,same,1,1,1636
Subj07,CFS,incongruent,misaligned,same,1,1,561
Subj07,CFS,incongruent,misaligned,same,1,1,621
Subj07,CFS,congruent,misaligned,different,0,1,516
Subj07,CFS,incongruent,misaligned,same,1,1,561
Subj07,CFS,congruent,misaligned,different,0,1,561
Subj07,CFS,incongruent,misaligned,different,0,1,731
Subj07,CFS,congruent,misaligned,same,1,1,785
Subj07,CFS,congruent,aligned,different,0,1,571
Subj07,CFS,congruent,misaligned,same,1,1,666
Subj07,CFS,incongruent,misaligned,same,1,1,676
Subj07,CFS,incongruent,misaligned,different,0,1,616
Subj07,CFS,congruent,misaligned,same,1,1,566
Subj07,CFS,congruent,aligned,same,1,1,761
Subj07,CFS,congruent,aligned,different,0,1,471
Subj07,CFS,congruent,aligned,different,0,1,756
Subj07,CFS,congruent,misaligned,different,0,1,1546
Subj07,CFS,incongruent,aligned,same,0,0,635
Subj07,CFS,incongruent,aligned,different,0,1,466
Subj07,CFS,congruent,misaligned,same,1,1,471
Subj07,CFS,congruent,misaligned,different,1,0,676
Subj07,CFS,incongruent,misaligned,same,1,1,496
Subj07,CFS,congruent,misaligned,same,1,1,446
Subj07,CFS,congruent,aligned,same,1,1,420
Subj07,CFS,incongruent,aligned,same,1,1,406
Subj07,CFS,incongruent,misaligned,different,1,0,817
Subj07,CFS,congruent,misaligned,different,0,1,451
Subj07,CFS,congruent,aligned,different,1,0,511
Subj07,CFS,congruent,misaligned,different,0,1,926
Subj07,CFS,incongruent,aligned,same,1,1,546
Subj07,CFS,congruent,misaligned,different,0,1,571
Subj07,CFS,incongruent,aligned,same,0,0,506
Subj07,CFS,congruent,misaligned,same,1,1,1586
Subj07,CFS,incongruent,misaligned,same,1,1,1076
Subj07,CFS,congruent,aligned,different,0,1,501
Subj07,CFS,incongruent,misaligned,same,1,1,731
Subj07,CFS,congruent,misaligned,same,1,1,516
Subj07,CFS,incongruent,aligned,different,1,0,1580
Subj07,CFS,incongruent,misaligned,same,1,1,701
Subj07,CFS,congruent,aligned,different,0,1,486
Subj07,CFS,incongruent,misaligned,same,1,1,570
Subj07,CFS,congruent,aligned,same,1,1,801
Subj07,CFS,congruent,aligned,different,0,1,536
Subj07,CFS,incongruent,misaligned,same,1,1,2066
Subj07,CFS,congruent,aligned,same,1,1,446
Subj07,CFS,congruent,aligned,same,1,1,561
Subj07,CFS,incongruent,aligned,same,0,0,706
Subj07,CFS,incongruent,misaligned,same,0,0,1160
Subj07,CFS,incongruent,misaligned,same,1,1,886
Subj07,CFS,congruent,aligned,different,0,1,2971
Subj07,CFS,congruent,misaligned,different,1,0,2721
Subj07,CFS,incongruent,aligned,different,0,1,761
Subj07,CFS,incongruent,misaligned,different,0,1,866
Subj07,CFS,incongruent,aligned,same,1,1,2071
Subj07,CFS,incongruent,misaligned,different,0,1,861
Subj07,CFS,congruent,aligned,same,1,1,775
Subj07,CFS,congruent,misaligned,different,0,1,1461
Subj07,CFS,incongruent,aligned,different,0,1,741
Subj07,CFS,incongruent,misaligned,same,1,1,531
Subj07,CFS,congruent,aligned,different,0,1,1726
Subj07,CFS,incongruent,misaligned,different,0,1,541
Subj07,CFS,incongruent,misaligned,same,1,1,1032
Subj07,CFS,incongruent,aligned,same,1,1,2476
Subj07,CFS,incongruent,misaligned,same,1,1,511
Subj07,CFS,congruent,misaligned,same,1,1,451
Subj07,CFS,incongruent,aligned,different,0,1,826
Subj07,CFS,incongruent,aligned,different,1,0,975
Subj07,CFS,incongruent,misaligned,different,0,1,636
Subj07,CFS,congruent,aligned,same,1,1,1026
Subj07,CFS,incongruent,misaligned,different,0,1,1166
Subj07,CFS,congruent,aligned,same,1,1,646
Subj07,CFS,congruent,aligned,different,0,1,591
Subj07,CFS,congruent,aligned,same,1,1,726
Subj07,CFS,incongruent,misaligned,different,0,1,1456
Subj07,CFS,congruent,aligned,same,1,1,686
Subj07,CFS,congruent,misaligned,same,1,1,386
Subj07,CFS,incongruent,misaligned,different,0,1,546
Subj07,CFS,incongruent,aligned,same,1,1,1850
Subj07,CFS,incongruent,misaligned,different,0,1,541
Subj07,CFS,congruent,misaligned,different,0,1,981
Subj07,CFS,incongruent,aligned,same,0,0,1041
Subj07,CFS,incongruent,aligned,different,0,1,796
Subj07,CFS,incongruent,aligned,same,1,1,1506
Subj07,CFS,congruent,aligned,same,1,1,490
Subj07,CFS,incongruent,aligned,same,1,1,1847
Subj07,CFS,congruent,aligned,same,1,1,351
Subj07,CFS,incongruent,aligned,same,1,1,935
Subj07,CFS,incongruent,aligned,same,1,1,966
Subj07,CFS,incongruent,misaligned,different,0,1,511
Subj07,CFS,congruent,aligned,different,0,1,721
Subj07,CFS,congruent,misaligned,different,0,1,961
Subj07,CFS,congruent,misaligned,same,1,1,1081
Subj07,CFS,incongruent,aligned,different,0,1,1136
Subj07,CFS,congruent,misaligned,different,0,1,706
Subj07,CFS,congruent,aligned,different,0,1,1195
Subj07,CFS,congruent,misaligned,different,0,1,506
Subj07,CFS,congruent,aligned,different,0,1,625
Subj07,CFS,congruent,misaligned,same,1,1,696
Subj07,CFS,incongruent,aligned,different,0,1,726
Subj07,CFS,incongruent,aligned,different,0,1,676
Subj07,CFS,congruent,misaligned,same,0,0,946
Subj07,CFS,incongruent,misaligned,different,0,1,506
Subj07,CFS,incongruent,misaligned,different,1,0,851
Subj07,CFS,congruent,misaligned,different,0,1,971
Subj07,CFS,congruent,aligned,different,0,1,1556
Subj07,CFS,incongruent,aligned,different,0,1,556
Subj07,CFS,incongruent,aligned,same,0,0,746
Subj07,CFS,congruent,aligned,same,1,1,531
Subj07,CFS,incongruent,misaligned,different,0,1,826
Subj07,CFS,incongruent,aligned,same,0,0,1221
Subj07,CFS,incongruent,misaligned,different,0,1,636
Subj07,CFS,congruent,aligned,same,1,1,840
Subj07,CFS,congruent,aligned,different,0,1,1271
Subj07,CFS,incongruent,misaligned,same,1,1,626
Subj07,CFS,incongruent,misaligned,same,1,1,1376
Subj07,CFS,congruent,aligned,same,1,1,641
Subj07,CFS,congruent,misaligned,different,1,0,2076
Subj07,CFS,incongruent,aligned,different,0,1,306
Subj07,CFS,incongruent,misaligned,different,0,1,646
Subj07,CFS,congruent,aligned,different,0,1,3026
Subj07,CFS,congruent,misaligned,different,0,1,675
Subj07,CFS,congruent,misaligned,different,0,1,531
Subj07,CFS,congruent,aligned,different,0,1,601
Subj07,CFS,congruent,aligned,same,1,1,641
Subj07,CFS,congruent,misaligned,same,1,1,526
Subj07,CFS,congruent,aligned,different,0,1,651
Subj07,CFS,incongruent,misaligned,different,0,1,1211
Subj07,CFS,congruent,aligned,different,0,1,771
Subj07,CFS,congruent,aligned,same,0,0,881
Subj07,CFS,incongruent,misaligned,same,1,1,541
Subj07,CFS,incongruent,misaligned,different,0,1,566
Subj07,CFS,incongruent,misaligned,different,0,1,566
Subj07,CFS,incongruent,misaligned,same,1,1,621
Subj07,CFS,incongruent,aligned,different,0,1,526
Subj07,CFS,congruent,misaligned,same,1,1,696
Subj07,CFS,congruent,misaligned,same,1,1,1626
Subj07,CFS,incongruent,aligned,same,0,0,561
Subj07,CFS,incongruent,aligned,same,1,1,871
Subj07,CFS,incongruent,aligned,different,0,1,411
Subj07,CFS,congruent,misaligned,same,1,1,736
Subj07,CFS,congruent,aligned,same,1,1,386
Subj07,CFS,congruent,aligned,different,1,0,601
Subj07,CFS,congruent,aligned,same,1,1,576
Subj07,CFS,incongruent,aligned,different,0,1,561
Subj07,CFS,congruent,misaligned,different,0,1,2241
Subj07,CFS,congruent,aligned,different,0,1,541
Subj07,CFS,congruent,aligned,same,1,1,641
Subj07,CFS,incongruent,aligned,different,0,1,606
Subj07,CFS,incongruent,aligned,same,1,1,741
Subj07,CFS,congruent,misaligned,different,0,1,556
Subj07,CFS,congruent,misaligned,same,1,1,611
Subj07,CFS,incongruent,aligned,same,1,1,661
Subj07,CFS,incongruent,aligned,same,1,1,546
Subj07,CFS,incongruent,misaligned,same,1,1,426
Subj07,CFS,incongruent,aligned,different,0,1,396
Subj07,CFS,congruent,aligned,different,0,1,421
Subj07,CFS,congruent,aligned,different,0,1,396
Subj07,CFS,incongruent,misaligned,different,1,0,746
Subj07,CFS,incongruent,misaligned,same,1,1,425
Subj07,CFS,congruent,misaligned,same,1,1,401
Subj07,CFS,congruent,aligned,same,1,1,366
Subj07,CFS,congruent,misaligned,different,0,1,501
Subj07,CFS,congruent,misaligned,same,1,1,2297
Subj07,CFS,incongruent,aligned,different,0,1,431
Subj07,CFS,congruent,aligned,same,1,1,1156
Subj07,CFS,congruent,misaligned,same,1,1,461
Subj07,CFS,incongruent,aligned,different,0,1,621
Subj07,CFS,congruent,misaligned,different,1,0,836
Subj07,CFS,congruent,misaligned,same,0,0,586
Subj07,CFS,congruent,misaligned,same,1,1,576
Subj07,CFS,congruent,aligned,same,1,1,495
Subj07,CFS,incongruent,aligned,same,1,1,666
Subj07,CFS,congruent,aligned,same,1,1,551
Subj07,CFS,incongruent,misaligned,different,0,1,601
Subj07,CFS,incongruent,aligned,same,1,1,1140
Subj07,CFS,congruent,misaligned,different,0,1,2066
Subj07,CFS,congruent,misaligned,different,0,1,610
Subj07,CFS,incongruent,misaligned,different,0,1,361
Subj07,CFS,incongruent,misaligned,same,1,1,696
Subj07,CFS,incongruent,misaligned,different,0,1,326
Subj07,CFS,congruent,aligned,different,0,1,526
Subj07,CFS,incongruent,aligned,different,0,1,526
Subj07,CFS,congruent,aligned,same,1,1,571
Subj07,CFS,congruent,misaligned,same,1,1,776
Subj07,CFS,congruent,aligned,same,1,1,756
Subj07,CFS,congruent,misaligned,different,0,1,521
